hole_id,x,y,thickness_m,calorific_kcal_kg,coal_top_masl
SYN0038,2743.1876503563963,201.58376281898916,13.109762715369436,2135.376889788802,1099.8433958534704
SYN0039,1071.4452429902806,2553.0005140991457,3.799186941127851,1262.8409010553382,1079.304812532581
SYN0040,1039.6215464673471,1433.8097211402971,12.119675813541756,2195.7359939322414,1063.8262460823346
SYN0041,2588.632079513446,3258.298020020552,19.882166843907893,2107.527281898901,1127.8955456825395
SYN0042,2601.86167718075,4205.303696388053,9.040655198510791,2374.2078795704015,1134.680034739186
SYN0043,3423.6357422815026,2813.2668189285123,18.599220120557614,1955.531361415178,1134.05736744486
SYN0044,1174.4092121138626,2912.3409052333727,9.00780400084586,1772.2826222258677,1103.7652549089248
SYN0045,2090.4850517899526,2056.7023470090908,6.862552146992707,1682.8235246743288,1105.8309289591841
SYN0046,1339.8033026316314,1562.9763347790704,9.192000697685298,1590.5084575043884,1087.6972250580222
SYN0047,1656.324250753176,6487.07273585932,21.870897271018983,1917.279652419148,1128.3621593530045
SYN0048,1219.5412435220433,6022.396314929335,15.900565017588033,1760.469097614367,1122.3006105866825
SYN0049,944.7091159298285,4605.758324947206,8.8942960292982,1927.7744112558044,1095.977888471015
SYN0050,2574.2676095323495,6312.385345973251,14.222848785332209,2319.660553579959,1148.593400712523
SYN0051,2531.335547930253,4648.954766822999,7.2756858748657365,2103.4753264298392,1136.7633010566542
SYN0052,3192.6565770608045,5507.932225942494,18.571961218160965,2819.2251010970995,1155.4915962154223
SYN0053,1823.9700865825484,5944.051789863303,13.888576740969397,1682.212077385234,1154.2272930659212
SYN0054,1229.2480265844233,5233.937056112357,18.95368271150157,2373.4163482492195,1124.7462784869817
SYN0055,329.66119804472095,1934.3053486687897,1.8206875431046323,1794.725355642332,1060.3938829152517
SYN0056,381.2672190608482,937.1866613940234,8.250917652085935,1452.5986596846917,1066.3592536471194
SYN0057,169.56141150845548,3114.8756888426956,1.7898074323649096,2158.491518190404,1085.5568214428638
SYN0058,1448.9121486682968,4102.997152637398,8.587153672345218,2419.2394709583346,1120.0337630060546
SYN0059,512.5887990726038,6004.420334353118,27.68855067514031,2110.36996465567,1110.3123548796252
SYN0060,1656.2743189414464,1620.5644040174318,14.363421130753414,2038.4174380770366,1086.379744023842
SYN0061,829.6113872647203,4584.109521771948,5.858140820849692,2601.5963546313114,1096.0599989334269
SYN0062,1679.0771984206908,1496.068085405939,20.189897934908583,2213.7534656449357,1083.5442472238856
SYN0063,2587.8012847694017,1686.2839667995156,16.369538662219437,2306.56217106718,1105.535936648361
SYN0064,1214.3413401784435,4799.561767903145,15.24807783208045,1986.5298841418348,1127.4316081487216
SYN0065,2526.3084947554144,5464.92219983459,22.270357040136364,1878.428872440069,1143.2361910307725
SYN0066,517.8852318586073,5711.614742986756,22.24969452504824,1339.7090269933824,1093.9649805232923
SYN0067,843.7080033199013,3242.4046339811593,0.5732532317998315,2364.392666400307,1096.849696445993
SYN0068,492.0563296254062,5790.156187781895,28.08937899961291,1649.8090467835316,1104.17762873633
SYN0069,3232.534882194157,3712.620033892284,21.59475319234797,2404.584601525182,1137.8935748531069
SYN0070,709.8785668483428,668.1412871178848,14.87225703912712,1730.4577394395662,1055.646017715369
SYN0071,1372.8950767732708,277.2025349406112,3.176700491689508,2377.1610623430847,1073.0379560519268
SYN0072,1589.4572907047052,6295.185415632405,15.640240352553095,2275.007760609319,1136.5828739936455
SYN0073,3600.103960365181,3790.7257569873336,23.60402242325991,2136.482619309294,1157.302313518637
SYN0074,1190.5811647488008,3436.202105887066,7.508807135913429,2248.611601378124,1094.0339578161957
SYN0075,1233.5928809732955,4369.635264215187,7.75330188073,2174.4048797930172,1096.493256803258
SYN0076,1076.0031529865844,2079.348384025908,4.512351686408214,2150.0293999228475,1082.760214690035
SYN0077,107.34406562077349,1993.604447854222,2.771768893565702,1934.114043805177,1052.1094969405976
SYN0078,2848.029074136768,2890.584195855683,24.42701297468275,1997.394977774718,1124.8256067233037
SYN0079,3270.541993517712,2747.5602025798803,13.06437115321864,1798.8187855266701,1125.34553757872
SYN0080,222.5059730767036,2745.165907944798,5.1250407065950085,1621.7009756741963,1066.1830467019413
SYN0081,2150.5765005754047,5274.424606135753,37.44313153678052,2279.932885632313,1136.6419361280305
SYN0082,3162.196046806602,2279.021496457823,26.169982438986967,2111.43188457739,1133.7318559822431
SYN0083,561.0783367004349,2745.8959482175005,7.681999859027833,1672.060617093681,1070.789507482896
SYN0084,303.6366247783374,1154.464943181158,11.495429333724482,1641.04627108469,1061.6254644356666
SYN0085,2749.712261243676,2285.504063895611,17.91759741383275,2703.786404069488,1123.1447832398947
SYN0086,2247.0719584786702,1242.418571675149,17.94952160253613,2588.106727340429,1099.685566631136
SYN0087,2541.923104861362,1769.001540315918,17.504910876981377,1693.6235546129508,1109.95631415695
SYN0088,1889.5389793635622,5756.125792409475,22.783171272392604,2210.2161658022605,1123.846448491141
SYN0089,3329.0515092565342,5140.286872597507,19.069777101058055,2232.4666573584045,1160.229402380171
SYN0090,1235.041351435058,2785.2343089682213,6.853071126314118,1646.8467851128487,1094.6605063390173
SYN0091,48.493410662717665,2127.4239551716705,3.136142749613015,1712.4327191270584,1079.3845123775363
SYN0092,197.17705972113035,3985.0929719495934,20.65969793350356,1548.9239612542588,1101.3858053878423
SYN0093,2102.242083112213,4365.8276426629645,9.577708187170769,1874.4452856215844,1112.8973405407849
SYN0094,3328.503354983761,1720.987818625362,16.14133763134801,2523.549510694335,1133.5409014806144
SYN0095,2348.017801336865,5736.994800700341,21.67780889896638,2386.450012407383,1145.2385805789484
SYN0096,3519.4510794112553,2015.1567992476023,11.53383797047154,2381.4852357582017,1134.4803391078237
SYN0097,2305.32440695868,3921.6259298155674,13.461189428606735,2064.5531607756516,1138.2475590509264
SYN0098,3184.9914167150187,7.928609685300443,15.98691379017526,1885.7089782046853,1111.019986057332
SYN0099,3073.1369647045185,2440.725419722803,13.835160500301125,2167.4641810858084,1126.0367444966255
SYN0100,2600.4886465305344,5590.227801030838,18.35157343842567,1669.7805252392127,1155.5871953694245
SYN0101,3138.652310596867,4729.1885155044065,8.838083836231363,2225.0472122776855,1155.5593696346293
SYN0102,64.8400886560689,5884.654317542736,21.85509038135256,1542.544092634945,1108.3630784169982
SYN0103,492.27818331350056,6245.608855890318,31.4906812840119,2206.6476418834504,1110.6656323433544
SYN0104,1206.3889378785725,6282.734243286675,10.639526553813603,1611.1347840566827,1129.5256861631622
SYN0105,557.5427426621363,692.5508009820375,10.424218016815836,1631.6812639581644,1062.2576232011986
SYN0106,3455.4184185707,4707.778695807019,10.184763011127705,2427.9210879643533,1164.8424376926646
SYN0107,1137.3612472624925,1355.9334506533016,15.188944337119967,1627.5296100433702,1064.5736324854845
SYN0108,1714.8941190924252,3651.749061016492,13.219527114640387,2031.8795506137935,1121.9122104713654
SYN0109,3662.3213156093234,1558.707179762602,12.039944493445674,1580.8672152943477,1130.3877044086123
SYN0110,34.137346306797525,3804.366735516685,13.006080121881793,1458.6554997792573,1080.5325299278936
SYN0111,2464.6895652690173,5836.294536815878,18.2049377929065,2518.333814930006,1135.33561255383
SYN0112,256.81891896187824,1104.8214486287777,12.768889455707608,1513.2822893281227,1056.848537114604
SYN0113,3079.7971265948145,1051.5554675136161,1.9102794104435068,1668.3920109980354,1105.4008632144291
SYN0114,3172.338484729071,972.7982842957865,2.2212332008810414,2490.3001631436373,1111.1875833395943
SYN0115,295.69053796584717,3247.68052945883,0.5,1861.7804902741848,1076.882309395751
SYN0116,3197.4564495146874,4515.1296085598515,6.924642237586348,2062.6626244292906,1144.119505673257
SYN0117,264.314244865519,5124.745113994442,8.609022361289153,1779.3743532970009,1091.596434134826
SYN0118,129.37587960874072,1349.736309623323,4.760553330822849,2173.6946090630813,1040.0
SYN0119,2324.8078589727183,4090.663116007464,9.188675631505525,2829.1664348312543,1134.0916626416054
SYN0120,1710.5948176329732,3028.743278339888,11.640172497596629,2299.155520161955,1103.1738516336366
SYN0121,570.2631799958991,3355.808558666843,1.2618366328966275,1727.1973629045247,1083.4886546953057
SYN0122,488.6494164593545,4991.36037755381,10.19470971046943,2152.1343744598,1090.259576193758
SYN0123,1440.0093053514074,4755.063444788308,16.767357476190487,2061.1976238075836,1109.1451499099578
SYN0124,3694.3805846493715,5544.818568540249,27.38842981206126,1897.3337630221774,1158.5637795812074
SYN0125,3585.384687808489,5777.114286062767,34.92697830653775,2304.9372129152434,1172.118512880607
SYN0126,994.0741116168616,4698.245934345037,8.078267524630116,1782.234000781671,1100.5851799449313
SYN0127,3704.0186565899326,3185.4640843400393,38.48213789510074,2639.4013615044005,1159.4151100448016
SYN0128,195.46520557656777,2491.0237543147414,2.482713606788758,2077.284704402566,1069.3904699497173
SYN0129,2251.133353828694,2900.83860093625,12.594502913291667,2029.898342731636,1123.0608667804443
SYN0130,2378.7955284825834,4919.164141121468,18.279111801945323,2310.367613850032,1134.0906247157095
SYN0131,3680.142973622803,999.5008301641288,7.393387928053961,2118.191112319325,1138.4799152473358
SYN0132,2193.4969751306944,3970.9371165904363,13.424970759929316,1702.8430579228145,1114.3453219527594
SYN0133,1493.3217437304088,1360.6387604698978,12.548642542269725,1699.4992377506996,1084.1026933603289
SYN0134,2130.766597859431,4233.561389085151,10.653187259180868,2497.322076057893,1133.9267556030493
SYN0135,2436.339581438208,1866.2602219861533,12.230487811806393,1871.0972576322872,1114.1862000760814
SYN0136,995.6470145091973,6262.44298437172,23.48671924486961,1415.035202767443,1122.573755296072
SYN0137,1406.808809673495,4189.793820083016,6.953472699233731,1873.1413262295616,1117.8520545581655
SYN0138,3063.4492265825215,3534.6150496184277,24.041501866118043,2442.0712247079978,1140.9467983341797
SYN0139,2725.8889026322554,2568.645326126461,16.342066401457203,1613.2889267146136,1117.9413361927293
SYN0140,1604.750046095331,2467.216074366361,9.268624564112255,1607.7406017360115,1107.129444992979
SYN0141,903.7780736906494,5139.486957147683,10.130962120123787,2230.9091334445498,1105.6852112495772
SYN0142,1159.271261431886,2831.8829825893026,6.536111434731947,1710.8563312150084,1077.5924834181844
SYN0143,396.9542063772983,1201.4420305412648,13.877004528030266,1302.1530862680147,1070.7277841029377
SYN0144,1935.0028985947188,3817.909032641489,15.730389518606348,1947.5900303718927,1110.3169560686426
SYN0145,2581.1837959882096,2451.9179502038214,18.4772145872682,1826.0949755776355,1117.248286094331
SYN0146,1089.7931238250408,2770.151409080732,3.719093592275864,2261.2543826087795,1096.4150967013488
SYN0147,101.18689664357966,5086.327199746147,9.342678501371694,1823.9589689115805,1079.937063124605
SYN0148,2423.8896744009676,4205.385277657001,6.652723502907896,2073.6710952433546,1142.5366253071602
SYN0149,3706.956416859966,597.9734198946466,4.010361821694383,2530.6359969706323,1128.8019426946626
SYN0150,1778.1712550542675,909.996317569907,15.358173809395392,1989.8366824148366,1087.7119864976714
SYN0151,3218.958090761509,5799.82584079426,19.648750706738006,2608.9325426858613,1168.8774842431756
SYN0152,936.3797589609289,3551.2550175442784,5.400640769810258,2300.841093722587,1087.6739795464841
SYN0153,2913.0317090211597,93.3438427617863,11.88030387519389,2277.682276329413,1101.0574967640182
SYN0154,2006.2200821332247,2390.1285779485574,17.584419082379203,2414.9589804639936,1097.2087735383825
SYN0155,180.42520765684372,1337.5613259903337,7.9679372235590495,1498.3143282040046,1058.5277985072462
SYN0156,2758.625505548878,4717.88177509101,8.573029235358726,2510.832018537041,1137.1221170970177
SYN0157,1029.8686888770696,5428.042919814089,19.949295790097633,2564.9342622016593,1105.3532467281002
SYN0158,576.057821007324,4115.621705965631,12.398452100788111,1713.3954213667253,1093.2015910178845
SYN0159,3380.725517446507,2908.557164772326,16.8175747679397,2226.431055905492,1147.813660313223
SYN0160,310.2834295314186,4738.759035352849,6.93732661282234,2209.5900618809856,1086.711120836798
SYN0161,3444.604144779958,765.7874615518634,1.763991031270541,2518.730106133305,1116.409553581041
SYN0162,1433.964292811375,556.031237194286,8.742459282325136,1933.4353036587897,1068.4328359660014
SYN0163,1428.0937938854013,3517.771715573926,9.144505498168387,2346.238692686496,1109.7746662295056
SYN0164,3037.6532273306075,3375.27690437466,14.302016374427094,2428.69647201983,1126.0143080479772
SYN0165,1866.3587077177567,6191.881454567006,9.313515383029495,2544.231583727977,1148.4266322379942
SYN0166,59.7007384939676,5375.367869701179,10.158856872127469,1140.7269581185474,1088.815540651547
SYN0167,612.2541734892108,1985.794982305569,4.508671837943598,2242.7864150590135,1063.5411351933726
SYN0168,3025.6081974963918,4821.728098451422,9.018823557997054,2707.356904969002,1145.527737886142
SYN0169,711.5385099198494,2591.516182705706,6.074549283700198,1987.1260843199207,1084.8252789796534
SYN0170,2224.6165644036882,2189.10541324709,9.233457698147857,2738.6691571988667,1106.793615420047
SYN0171,1424.4380121190723,3754.9614897177225,8.98631572880142,1822.2559465328977,1110.914876623353
SYN0172,3084.078384469486,898.6671171352515,2.287425057979388,2429.813760455388,1129.3192477190232
SYN0173,2528.097089285494,1102.9484648828661,16.765868837538495,1766.9323480452294,1106.747628443052
SYN0174,2114.6616880544925,6278.236958241738,11.549798766512783,2049.9767116916933,1144.8550979512545
SYN0175,481.024299450576,5417.971378499491,16.12690927932384,1630.8404195942053,1118.0273788089569
SYN0176,24.764847140307314,718.8504243236058,12.667385524412394,2013.6445601378368,1064.9916436706653
SYN0177,756.2348037178266,4114.867799863068,5.993665983046859,1738.43365378939,1101.077726072319
SYN0178,3317.6064604775956,1721.3419685917818,17.600971898432736,2406.8321313957163,1118.7034732638992
SYN0179,418.24283995388544,5878.1958741721855,27.40022936827033,1235.7589047182905,1096.3406473314933
SYN0180,3231.7420247453038,888.147941853171,1.3701070910467295,2041.1082627621336,1111.2697497049428
SYN0181,1844.5638073382313,4116.664423919566,10.861267424754082,1926.2458005301153,1126.0697801430747
SYN0182,2810.077459634293,715.5625226496672,8.076795196536386,2684.6225706195887,1113.1696721391745
SYN0183,712.3757956154676,1266.5917871735385,10.355214626983061,1672.2813359979668,1074.0713521639696
SYN0184,1170.705759712701,2665.135888249316,7.855582950732631,1419.616676315889,1064.6067204354504
SYN0185,3563.6022098216486,1478.71752950647,6.826206335556043,2200.9087141906543,1109.0091880239058
SYN0186,350.85212004811115,5992.112020807498,35.93102867548031,1576.3609197838925,1088.5063602469063
SYN0187,3668.7329361467832,1655.0184169965703,6.066034755752889,1718.7575654072311,1145.9731418869874
SYN0188,430.79548041947567,4485.883722347008,12.818610578513818,2500.8994381216066,1079.1374163846742
SYN0189,3268.71436118707,4269.001294679683,12.3925948122761,2090.3105070328643,1149.212022934322
SYN0190,622.0556773211282,2217.226865287181,4.503466285175255,2402.609681262442,1081.8447004650452
SYN0191,171.7055810366994,948.1345420972839,6.6780766588813325,1563.6974827106683,1056.3446184778406
